"task","date","clock","id","name","expid","time","choice","itime","nprizes","pick1","choice1","pick2","choice2","pick3","choice3","task_","prizesL","prizesR","minT","maxT","Nlotteries","P0left","prize0","P1left","prize1","P2left","prize2","P3left","prize3","P0right","P1right","P2right","P3right","pairs","recency","ExpID","session","endowment","Age","sex","race","major","student","highest","father","mother","citizen","gpa","Smoke","loc_c","loc_i","loc_p","ucf0","lucf0","mucf0","ucf123","experienced","Female","Black","Asian","Hispanic","Over22","Business","Freshman","Sophomore","Junior","Senior","Graduate","EdExpect","EdFather","EdMother","Citizen","GPAhi","GPAlow","ExcessTime","timed","ID","evL","evR","ev","evDIFF","Wedding","Random","choice_","Race","Major","Student","Highest","Father","Mother","Citizens","Foreign","Marital","Married","GPA","nhhd","Houseincome","Hincome","Parentincome","Pincome","Fulltime","Asmoked","KnowBet","KnowWorldCup","Political","ra","loss","mixed","Clock","timeMAX","timeMIN","timetaken","experiment","random","evinfo","Choices","gain","Gain","Mixed","Loss","Frame","Endowment","stake","Date","Year","new","Nlott20","Nlott40","core","ll","ll_eut","ll_pt","p_eut","p_pt","RDa_prob0l_","RDpw_prob0l","RDdw_prob0l","RDa_prob1l_","RDpw_prob1l","RDdw_prob1l","RDa_prob2l_","RDpw_prob2l","RDdw_prob2l","RDa_prob3l_","RDpw_prob3l","RDdw_prob3l","RDa_prob0r_","RDpw_prob0r","RDdw_prob0r","RDa_prob1r_","RDpw_prob1r","RDdw_prob1r","RDa_prob2r_","RDpw_prob2r","RDdw_prob2r","RDa_prob3r_","RDpw_prob3r","RDdw_prob3r","CPTa_prob0l_l","CPTpw_prob0l_l","CPTdw_prob0l_l","CPTa_prob1l_l","CPTpw_prob1l_l","CPTdw_prob1l_l","CPTa_prob2l_l","CPTpw_prob2l_l","CPTdw_prob2l_l","CPTa_prob3l_l","CPTpw_prob3l_l","CPTdw_prob3l_l","CPTa_prob0r_l","CPTpw_prob0r_l","CPTdw_prob0r_l","CPTa_prob1r_l","CPTpw_prob1r_l","CPTdw_prob1r_l","CPTa_prob2r_l","CPTpw_prob2r_l","CPTdw_prob2r_l","CPTa_prob3r_l","CPTpw_prob3r_l","CPTdw_prob3r_l","CPTa_prob0l_g","CPTpw_prob0l_g","CPTdw_prob0l_g","CPTa_prob1l_g","CPTpw_prob1l_g","CPTdw_prob1l_g","CPTa_prob2l_g","CPTpw_prob2l_g","CPTdw_prob2l_g","CPTa_prob3l_g","CPTpw_prob3l_g","CPTdw_prob3l_g","CPTa_prob0r_g","CPTpw_prob0r_g","CPTdw_prob0r_g","CPTa_prob1r_g","CPTpw_prob1r_g","CPTdw_prob1r_g","CPTa_prob2r_g","CPTpw_prob2r_g","CPTdw_prob2r_g","CPTa_prob3r_g","CPTpw_prob3r_g","CPTdw_prob3r_g","dw_check_r","dw_check_l"
30,"11/7/2003","12:51:12.2722701",1032,"Anonymous","ucf0",2.5,"R",0,3,3,"R",31,"L",57,"R",30,4,4,0,0,60,0,0,1,5,0,10,0,15,0.129999995231628,0.379999995231628,0.490000009536743,0,35,27,"ucf0","Ucf0",1,17,2,9,4,1,2,2,5,2,3,0,7,12,1,NA,NA,NA,NA,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,"Unconstrained",117,5,6.80000019073486,6.80000019073486,1.80000019073486,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,771.204537835,772.386840820312,769.247253417969,3.13958740234375,"ucf0",0,0,1,1,1,0,0,"Gain Frame",1,0,15897,2003,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,"2/19/2004","10:46:34.3944606",2004,"Anonymous","lucf0",10.6000003814697,"L",0,3,4,"R",32,"L",53,"L",14,4,4,0,0,60,0.25,-15,0,-10,0.5,-5,0.25,0,0.129999995231628,0,0.870000004768372,0,55,-39,"lucf","Lucf0",1,19,2,1,4,1,2,5,5,1,1,0,-5,15,2,1033,NA,NA,NA,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,10,"Minimum Time Constraints Imposed",4,-6.25,-6.30000019073486,-6.25,0.0500001907348633,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,646.57324101,654.186462402344,640.376342773438,13.8101196289062,"lucf",0,0,0,0,0,0,1,"Loss Frame",16,15,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,"11/6/2003","15:40:44.1153210",120,"Anonymous","ucf1j",22,"L",0,3,1,"R",1,"R",55,"L",49,4,4,20,0,60,0.129999995231628,0,0,5,0.870000004768372,10,0,15,0.25,0,0.25,0.5,54,-8,"ucf1","Ucf1",3,19,1,7,5,2,2,5,5,2,4,0,-8,5,-4,NA,NA,NA,NA,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,"Minimum Time Constraints Imposed",182,8.69999980926514,10,10,1.30000019073486,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,940.73525535,946.604431152344,910.379760742188,36.2246704101562,"ucf1",0,1,0,1,1,0,0,"Gain Frame",3,0,15867,2003,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,"2/19/2004","12:01:01.1289679",2045,"Anonymous","lucf0",9.89999961853027,"L",0,3,8,"L",35,"R",45,"R",8,4,4,0,0,60,0,-15,0.25,-10,0,-5,0.75,0,0,0.129999995231628,0.490000009536743,0.379999995231628,12,-12,"lucf","Lucf0",2,19,2,1,5,1,1,5,5,1,1,0,-5,14,0,NA,NA,NA,NA,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,10,"Minimum Time Constraints Imposed",27,-2.5,-3.75,-2.5,1.25,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,721.018816131667,734.566101074219,719.673156738281,14.8929443359375,"lucf",0,0,0,0,0,0,1,"Loss Frame",17,15,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"3/16/2004","12:09:57.0786304",8004,"Anonymous","ucf0",5.19999980926514,"R",0,3,5,"R",27,"L",49,"R",32,4,4,0,0,60,0.129999995231628,0,0,5,0.129999995231628,10,0.740000009536743,15,0,0,0.620000004768372,0.379999995231628,2,-18,"ucf0","Ucf0",4,22,2,2,1,4,1,3,3,1,2,0,-7,14,-10,NA,2011,NA,NA,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,10,"Unconstrained",157,12.3999996185303,11.8999996185303,12.3999996185303,0.5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,729.951310506667,732.931518554688,725.841186523438,7.09033203125,"ucf0",0,0,1,1,1,0,0,"Gain Frame",4,0,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"11/6/2003","14:56:41.1002317",114,"Anonymous","ucf1d",44.7000007629395,"R",0,3,16,"R",33,"R",54,"R",45,4,4,40,0,60,0,0,0.490000009536743,5,0.129999995231628,10,0.379999995231628,15,0,0.370000004768372,0.370000004768372,0.259999990463257,23,-1,"ucf1","Ucf1",5,18,1,1,14,1,1,5,2,2,2,0,7,5,2,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"Minimum Time Constraints Imposed",171,9.44999980926514,9.44999980926514,9.44999980926514,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,896.685003861667,908.457763671875,867.626403808594,40.8313598632812,"ucf1",0,1,1,1,1,0,0,"Gain Frame",5,0,15867,2003,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,"11/7/2003","16:00:03.5220282",1047,"Anonymous","ucf3d",60.2000007629395,"R",0,1,8,"R",NA,"",NA,"",10,4,4,60,0,20,0.129999995231628,0,0,5,0.129999995231628,10,0.740000009536743,15,0,0,0.620000004768372,0.379999995231628,2,-5,"ucf3","Ucf3",9,19,1,1,14,1,2,5,5,1,3,0,-3,14,-4,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,"Minimum Time Constraints Imposed",211,12.3999996185303,11.8999996185303,12.3999996185303,0.5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,960.05870047,965.848266601562,952.119689941406,13.7285766601562,"ucf3",0,1,1,1,1,0,0,"Gain Frame",9,0,15897,2003,0,1,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,"3/3/2004","14:16:34.8421209",7015,"Anonymous","ucf0",12.6999998092651,"L",0,3,1,"L",22,"L",46,"L",59,4,4,0,0,60,0.129999995231628,0,0.870000004768372,5,0,10,0,15,0.370000004768372,0.370000004768372,0,0.259999990463257,52,25,"ucf0","Ucf0",7,20,2,1,4,3,2,3,3,1,1,0,-7,12,-7,NA,2055,NA,NA,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,10,"Unconstrained",148,4.34999990463257,5.75,5.75,1.40000009536743,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,856.580702015,856.696655273438,846.740783691406,9.95587158203125,"ucf0",0,0,0,1,1,0,0,"Gain Frame",7,0,16133,2004,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,"11/7/2003","14:23:47.8094239",1017,"Anonymous","ucf1b",30.2000007629395,"L",0,3,15,"L",33,"L",48,"R",44,4,4,30,0,60,0.129999995231628,0,0.379999995231628,5,0.490000009536743,10,0,15,0,1,0,0,35,8,"ucf1","Ucf1",10,23,2,1,2,3,2,5,5,1,2,0,0,11,-2,NA,NA,NA,NA,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,"Minimum Time Constraints Imposed",166,6.80000019073486,5,6.80000019073486,1.80000019073486,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,863.796823731667,876.287658691406,836.421508789062,39.8661499023438,"ucf1",0,1,0,1,1,0,0,"Gain Frame",10,0,15897,2003,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,"2/26/2004","13:15:37.8875960",4002,"Anonymous","lucf0",10.5,"R",0,3,15,"R",36,"R",56,"L",44,4,4,0,0,60,0,-15,0,-10,1,-5,0,0,0.129999995231628,0,0.25,0.620000004768372,41,21,"lucf","Lucf0",5,18,2,6,14,2,2,5,3,1,3,0,-4,14,-12,15,NA,NA,NA,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,10,"Minimum Time Constraints Imposed",36,-5,-3.19999980926514,-3.19999980926514,1.80000019073486,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,795.631459933333,798.976440429688,783.591491699219,15.3849487304688,"lucf",0,0,1,0,0,0,1,"Loss Frame",20,15,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,"11/6/2003","15:52:58.7224704",130,"Anonymous","ucf1j",60.0999984741211,"L",0,3,11,"R",30,"R",49,"R",20,4,4,60,0,60,0,0,0.25,5,0.25,10,0.5,15,0,0.129999995231628,0.620000004768372,0.25,16,8,"ucf1","Ucf1",3,18,1,6,8,1,3,5,5,1,2,0,-2,16,-8,NA,NA,NA,NA,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,"Minimum Time Constraints Imposed",183,11.25,10.6000003814697,11.25,0.649999618530273,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,952.97870784,975.608581542969,938.471008300781,37.1375732421875,"ucf1",0,1,0,1,1,0,0,"Gain Frame",3,0,15867,2003,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,"11/6/2003","14:05:26.9579315",106,"Anonymous","ucf1f",20.6000003814697,"R",0,3,18,"L",32,"R",52,"L",23,4,4,20,0,60,0.620000004768372,0,0.25,5,0,10,0.129999995231628,15,0.75,0,0,0.25,97,4,"ucf1","Ucf1",7,19,2,1,4,2,1,5,5,1,3,0,4,12,-5,NA,NA,NA,NA,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,"Minimum Time Constraints Imposed",177,3.19999980926514,3.75,3.75,0.550000190734863,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,845.449298858333,869.692687988281,832.884765625,36.8079223632812,"ucf1",0,1,1,1,1,0,0,"Gain Frame",7,0,15867,2003,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,"2/26/2004","14:32:30.7641895",3006,"Anonymous","ucf0",7.69999980926514,"R",0,3,17,"L",21,"L",53,"L",16,4,4,0,0,60,0.379999995231628,0,0,5,0.620000004768372,10,0,15,0.25,0.75,0,0,66,-40,"ucf0","Ucf0",7,20,2,7,1,2,2,5,5,1,4,0,-10,5,-2,NA,NA,NA,NA,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,10,"Unconstrained",128,6.19999980926514,3.75,6.19999980926514,2.44999980926514,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,872.512736491667,878.498596191406,868.190795898438,10.3078002929688,"ucf0",0,0,1,1,1,0,0,"Gain Frame",7,0,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,"11/7/2003","14:13:28.8060874",1037,"Anonymous","ucf1e",60.2000007629395,"L",0,3,5,"R",24,"L",55,"L",54,4,4,60,0,60,0,0,0.379999995231628,5,0,10,0.620000004768372,15,0,0.25,0.75,0,21,5,"ucf1","Ucf1",8,19,1,1,4,2,2,4,4,1,2,0,-6,5,-5,NA,NA,NA,NA,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,"Minimum Time Constraints Imposed",175,11.1999998092651,8.75,11.1999998092651,2.44999980926514,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,853.480101456667,858.245422363281,822.958190917969,35.2872314453125,"ucf1",0,1,0,1,1,0,0,"Gain Frame",8,0,15897,2003,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,"11/6/2003","14:02:24.6153485",106,"Anonymous","ucf1f",30.2999992370605,"L",0,3,18,"L",32,"R",52,"L",17,4,4,30,0,60,0.129999995231628,0,0.870000004768372,5,0,10,0,15,0.25,0.620000004768372,0.129999995231628,0,51,-32,"ucf1","Ucf1",7,19,2,1,4,2,1,5,5,1,3,0,4,12,-5,NA,NA,NA,NA,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,"Minimum Time Constraints Imposed",177,4.34999990463257,4.40000009536743,4.40000009536743,0.0500001907348633,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,842.410255808333,869.692687988281,832.884765625,36.8079223632812,"ucf1",0,1,0,1,1,0,0,"Gain Frame",7,0,15867,2003,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"3/16/2004","12:06:11.0658984",8004,"Anonymous","ucf0",3.20000004768372,"L",0,3,5,"R",27,"L",49,"R",4,4,4,0,0,60,0.379999995231628,0,0,5,0.620000004768372,10,0,15,0.490000009536743,0,0.129999995231628,0.379999995231628,81,-36,"ucf0","Ucf0",4,22,2,2,1,4,1,3,3,1,2,0,-7,14,-10,NA,2011,NA,NA,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,"Unconstrained",157,6.19999980926514,7,7,0.800000190734863,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,726.18443164,732.931518554688,725.841186523438,7.09033203125,"ucf0",0,0,0,1,1,0,0,"Gain Frame",4,0,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,"11/6/2003","15:37:46.4572473",23,"Anonymous","ucf0",5.09999990463257,"L",0,3,20,"L",28,"L",52,"R",43,4,4,0,0,60,0.25,0,0,5,0.75,10,0,15,0.379999995231628,0,0,0.620000004768372,61,-4,"ucf0","Ucf0",7,18,1,9,6,1,2,3,3,1,2,0,-2,18,0,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,10,"Unconstrained",108,7.5,9.30000019073486,9.30000019073486,1.80000019073486,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,937.774287455,939.025085449219,933.802612304688,5.22247314453125,"ucf0",0,0,0,1,1,0,0,"Gain Frame",7,0,15867,2003,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,"3/18/2004","12:36:41.1306098",9011,"Anonymous","lucf0",2.5,"L",0,3,6,"L",22,"R",54,"L",40,4,4,0,0,60,0.490000009536743,-15,0,-10,0.129999995231628,-5,0.379999995231628,0,0.379999995231628,0,0.620000004768372,0,81,36,"lucf","Lucf0",3,19,1,1,1,1,1,3,3,1,1,1,9,10,4,5,NA,NA,NA,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,"Minimum Time Constraints Imposed",53,-8,-8.80000019073486,-8,0.800000190734863,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,756.685510163333,758.086547851562,753.6982421875,4.3883056640625,"lucf",0,0,0,0,0,0,1,"Loss Frame",18,15,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"3/3/2004","14:10:20.8010903",7012,"Anonymous","ucf0",5.90000009536743,"R",0,3,16,"L",31,"R",42,"L",55,4,4,0,0,60,0,0,0.25,5,0.620000004768372,10,0.129999995231628,15,0,0.370000004768372,0.259999990463257,0.370000004768372,20,29,"ucf0","Ucf0",8,24,1,8,11,4,3,5,5,1,2,0,2,3,7,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,10,"Unconstrained",145,9.39999961853027,10,10,0.600000381469727,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,850.346684838333,850.77587890625,832.405700683594,18.3701782226562,"ucf0",0,0,1,1,1,0,0,"Gain Frame",8,0,16133,2004,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,"3/3/2004","14:38:13.9708844",6005,"Anonymous","lucf0",11.5,"L",0,3,8,"L",36,"R",45,"L",13,4,4,0,0,60,0,-15,0.620000004768372,-10,0.379999995231628,-5,0,0,0,0.75,0,0.25,31,4,"lucf","Lucf0",7,19,2,1,4,2,2,3,3,1,2,0,-1,6,7,9,NA,NA,NA,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,10,"Minimum Time Constraints Imposed",46,-8.10000038146973,-7.5,-7.5,0.600000381469727,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,878.232848073333,884.396484375,871.884948730469,12.5115356445312,"lucf",0,0,0,0,0,0,1,"Loss Frame",22,15,16133,2004,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,"11/7/2003","14:47:50.3859597",1028,"Anonymous","ucf2i",41.4000015258789,"L",0,2,18,"L",28,"L",NA,"",13,4,4,40,0,40,0,0,0.25,5,0.25,10,0.5,15,0,0.129999995231628,0.620000004768372,0.25,16,-6,"ucf2","Ucf2",7,18,1,2,13,1,3,3,3,1,1,0,-16,10,-4,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,"Minimum Time Constraints Imposed",200,11.25,10.6000003814697,11.25,0.649999618530273,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,887.839765995,906.335693359375,877.018737792969,29.3169555664062,"ucf2",0,1,0,1,1,0,0,"Gain Frame",7,0,15897,2003,0,0,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
