"task","date","clock","id","name","expid","time","choice","itime","nprizes","pick1","choice1","pick2","choice2","pick3","choice3","task_","prizesL","prizesR","minT","maxT","Nlotteries","P0left","prize0","P1left","prize1","P2left","prize2","P3left","prize3","P0right","P1right","P2right","P3right","pairs","recency","ExpID","session","endowment","Age","sex","race","major","student","highest","father","mother","citizen","gpa","Smoke","loc_c","loc_i","loc_p","ucf0","lucf0","mucf0","ucf123","experienced","Female","Black","Asian","Hispanic","Over22","Business","Freshman","Sophomore","Junior","Senior","Graduate","EdExpect","EdFather","EdMother","Citizen","GPAhi","GPAlow","ExcessTime","timed","ID","evL","evR","ev","evDIFF","Wedding","Random","choice_","Race","Major","Student","Highest","Father","Mother","Citizens","Foreign","Marital","Married","GPA","nhhd","Houseincome","Hincome","Parentincome","Pincome","Fulltime","Asmoked","KnowBet","KnowWorldCup","Political","ra","loss","mixed","Clock","timeMAX","timeMIN","timetaken","experiment","random","evinfo","Choices","gain","Gain","Mixed","Loss","Frame","Endowment","stake","Date","Year","new","Nlott20","Nlott40","core","ll","ll_eut","ll_pt","p_eut","p_pt","RDa_prob0l_","RDpw_prob0l","RDdw_prob0l","RDa_prob1l_","RDpw_prob1l","RDdw_prob1l","RDa_prob2l_","RDpw_prob2l","RDdw_prob2l","RDa_prob3l_","RDpw_prob3l","RDdw_prob3l","RDa_prob0r_","RDpw_prob0r","RDdw_prob0r","RDa_prob1r_","RDpw_prob1r","RDdw_prob1r","RDa_prob2r_","RDpw_prob2r","RDdw_prob2r","RDa_prob3r_","RDpw_prob3r","RDdw_prob3r","CPTa_prob0l_l","CPTpw_prob0l_l","CPTdw_prob0l_l","CPTa_prob1l_l","CPTpw_prob1l_l","CPTdw_prob1l_l","CPTa_prob2l_l","CPTpw_prob2l_l","CPTdw_prob2l_l","CPTa_prob3l_l","CPTpw_prob3l_l","CPTdw_prob3l_l","CPTa_prob0r_l","CPTpw_prob0r_l","CPTdw_prob0r_l","CPTa_prob1r_l","CPTpw_prob1r_l","CPTdw_prob1r_l","CPTa_prob2r_l","CPTpw_prob2r_l","CPTdw_prob2r_l","CPTa_prob3r_l","CPTpw_prob3r_l","CPTdw_prob3r_l","CPTa_prob0l_g","CPTpw_prob0l_g","CPTdw_prob0l_g","CPTa_prob1l_g","CPTpw_prob1l_g","CPTdw_prob1l_g","CPTa_prob2l_g","CPTpw_prob2l_g","CPTdw_prob2l_g","CPTa_prob3l_g","CPTpw_prob3l_g","CPTdw_prob3l_g","CPTa_prob0r_g","CPTpw_prob0r_g","CPTdw_prob0r_g","CPTa_prob1r_g","CPTpw_prob1r_g","CPTdw_prob1r_g","CPTa_prob2r_g","CPTpw_prob2r_g","CPTdw_prob2r_g","CPTa_prob3r_g","CPTpw_prob3r_g","CPTdw_prob3r_g","dw_check_r","dw_check_l"
20,"11/6/2003","16:11:12.1322187",307,"Anonymous","ucf3g",40.2999992370605,"R",0,1,6,"L",NA,"",NA,"",20,4,4,40,0,20,0.129999995231628,0,0,5,0.870000004768372,10,0,15,0.25,0,0.129999995231628,0.620000004768372,53,9,"ucf3","Ucf3",10,17,2,8,14,1,3,5,5,1,1,0,-15,13,-4,NA,NA,NA,NA,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,"Minimum Time Constraints Imposed",214,8.69999980926514,10.6000003814697,10.6000003814697,1.90000057220459,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,971.202203645,971.202209472656,957.339660644531,13.862548828125,"ucf3",0,1,1,1,1,0,0,"Gain Frame",10,0,15867,2003,0,1,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,"3/3/2004","12:53:04.9107772",7002,"Anonymous","ucf0",6.59999990463257,"L",0,3,3,"L",31,"R",49,"R",34,4,4,0,0,60,0.370000004768372,0,0.370000004768372,5,0,10,0.259999990463257,15,0.129999995231628,0.870000004768372,0,0,52,-25,"ucf0","Ucf0",9,20,1,1,4,2,2,5,5,1,2,1,6,11,-4,NA,2010,NA,NA,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,10,"Unconstrained",135,5.75,4.34999990463257,5.75,1.40000009536743,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,773.081846286667,777.880249023438,765.013427734375,12.8668212890625,"ucf0",0,0,0,1,1,0,0,"Gain Frame",9,0,16133,2004,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"11/6/2003","15:18:39.3901882",305,"Anonymous","ucf3e",41.2999992370605,"R",0,1,2,"R",NA,"",NA,"",3,4,4,40,0,20,0.129999995231628,0,0.379999995231628,5,0.490000009536743,10,0,15,0,0.75,0.25,0,46,-3,"ucf3","Ucf3",10,19,2,1,5,1,1,5,5,1,1,0,-5,14,0,NA,NA,NA,NA,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,"Minimum Time Constraints Imposed",212,6.80000019073486,6.25,6.80000019073486,0.550000190734863,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,918.656503136667,926.933715820312,917.144287109375,9.7894287109375,"ucf3",0,1,1,1,1,0,0,"Gain Frame",10,0,15867,2003,0,1,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,"11/6/2003","15:21:13.0742961",20,"Anonymous","ucf0",6.80000019073486,"R",0,3,18,"L",25,"L",8,"L",22,4,4,0,0,60,0.129999995231628,0,0.490000009536743,5,0.379999995231628,10,0,15,0.25,0,0.75,0,47,-20,"ucf0","Ucf0",1,20,1,1,4,3,1,5,5,1,3,0,-7,12,-5,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,10,"Unconstrained",107,6.25,7.5,7.5,1.25,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,921.217904935,925.574951171875,916.92724609375,8.647705078125,"ucf0",0,0,1,1,1,0,0,"Gain Frame",1,0,15867,2003,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,"3/3/2004","14:21:48.7607109",7016,"Anonymous","ucf0",3.70000004768372,"R",0,3,12,"L",31,"R",47,"L",57,4,4,0,0,60,0.129999995231628,0,0.25,5,0.620000004768372,10,0,15,0,0.5,0.5,0,28,50,"ucf0","Ucf0",4,21,1,1,4,3,2,5,5,1,2,0,-4,10,-7,NA,2043,NA,NA,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,"Unconstrained",149,7.44999980926514,7.5,7.5,0.0500001907348633,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,861.812678515,861.966552734375,856.594970703125,5.37158203125,"ucf0",0,0,1,1,1,0,0,"Gain Frame",4,0,16133,2004,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,"11/7/2003","15:45:22.2147309",1018,"Anonymous","ucf1c",50.5999984741211,"L",0,3,4,"R",32,"L",55,"L",60,4,4,50,0,60,0.379999995231628,0,0,5,0,10,0.620000004768372,15,0.129999995231628,0.620000004768372,0,0.25,60,40,"ucf1","Ucf1",3,18,2,1,5,1,2,3,3,1,3,0,-10,12,-4,NA,NA,NA,NA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,"Minimum Time Constraints Imposed",170,9.30000019073486,6.84999990463257,9.30000019073486,2.45000028610229,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,945.370245515,945.370239257812,904.987854003906,40.3823852539062,"ucf1",0,1,0,1,1,0,0,"Gain Frame",3,0,15897,2003,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,"3/16/2004","11:43:55.3773090",8002,"Anonymous","ucf0",16.5,"R",0,3,1,"L",24,"L",53,"R",5,4,4,0,0,60,0,0,0.25,5,0.5,10,0.25,15,0,0.129999995231628,0.740000009536743,0.129999995231628,13,-26,"ucf0","Ucf0",7,21,2,1,14,3,2,3,3,1,2,0,-7,11,-8,NA,2015,NA,NA,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,20,"Unconstrained",155,10,10,10,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,703.92295515,711.058532714844,703.162536621094,7.89599609375,"ucf0",0,0,1,1,1,0,0,"Gain Frame",7,0,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,"11/7/2003","13:52:29.7920682",1052,"Anonymous","ucf0",4,"L",0,3,19,"R",23,"L",58,"R",53,4,4,0,0,60,0.129999995231628,0,0,5,0.870000004768372,10,0,15,0.25,0,0.5,0.25,55,39,"ucf0","Ucf0",7,18,1,6,14,1,2,5,5,1,2,0,-9,13,-9,NA,NA,NA,NA,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,"Unconstrained",120,8.69999980926514,8.75,8.75,0.0500001907348633,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,832.49653447,833.191650390625,825.396789550781,7.79486083984375,"ucf0",0,0,0,1,1,0,0,"Gain Frame",7,0,15897,2003,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,"3/3/2004","14:19:20.3389976",7016,"Anonymous","ucf0",4.19999980926514,"R",0,3,12,"L",31,"R",47,"L",23,4,4,0,0,60,0.129999995231628,0,0,5,0.25,10,0.620000004768372,15,0,0,1,0,41,-21,"ucf0","Ucf0",4,21,1,1,4,3,2,5,5,1,2,0,-4,10,-7,NA,2043,NA,NA,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,"Unconstrained",149,11.8000001907349,10,11.8000001907349,1.80000019073486,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,859.338983293333,861.966552734375,856.594970703125,5.37158203125,"ucf0",0,0,1,1,1,0,0,"Gain Frame",4,0,16133,2004,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,"11/7/2003","15:52:57.6740806",1010,"Anonymous","ucf1a",10.1000003814697,"L",0,3,5,"R",39,"R",46,"L",47,4,4,10,0,60,0,0,0.129999995231628,5,0.25,10,0.620000004768372,15,0,0,0.5,0.5,10,14,"ucf1","Ucf1",2,18,1,6,4,1,2,3,5,1,2,0,5,10,5,NA,NA,NA,NA,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,"Minimum Time Constraints Imposed",162,12.4499998092651,12.5,12.5,0.0500001907348633,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,952.961234676667,960.048400878906,923.525268554688,36.5231323242188,"ucf1",0,1,0,1,1,0,0,"Gain Frame",2,0,15897,2003,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,"11/7/2003","15:47:24.3936376",1044,"Anonymous","ucf2j",20.5,"L",0,2,10,"R",30,"R",NA,"",13,4,4,20,0,40,0,0,0,5,1,10,0,15,0.129999995231628,0,0.490000009536743,0.379999995231628,42,-8,"ucf2","Ucf2",10,18,1,1,14,1,2,5,3,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,"Minimum Time Constraints Imposed",204,10,10.6000003814697,10.6000003814697,0.600000381469727,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,947.406560626667,964.974731445312,936.932067871094,28.0426635742188,"ucf2",0,1,0,1,1,0,0,"Gain Frame",10,0,15897,2003,0,0,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,"3/3/2004","13:02:30.8508890",6003,"Anonymous","lucf0",4.19999980926514,"R",0,3,17,"L",36,"R",54,"R",20,4,4,0,0,60,0,-15,0.129999995231628,-10,0.490000009536743,-5,0.379999995231628,0,0,0.25,0,0.75,12,12,"lucf","Lucf0",3,18,1,5,6,1,2,4,5,2,3,0,-9,10,3,3002,NA,NA,NA,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,"Minimum Time Constraints Imposed",44,-3.75,-2.5,-2.5,1.25,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,782.514181483333,791.14892578125,776.908569335938,14.2403564453125,"lucf",0,0,1,0,0,0,1,"Loss Frame",18,15,16133,2004,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,"2/26/2004","13:41:37.2642800",3004,"Anonymous","ucf0",3.59999990463257,"R",0,3,17,"L",29,"L",60,"L",28,4,4,0,0,60,0,0,0.620000004768372,5,0.129999995231628,10,0.25,15,0,0.490000009536743,0.379999995231628,0.129999995231628,26,-26,"ucf0","Ucf0",4,18,1,8,14,1,1,4,5,1,3,0,-16,7,-7,NA,2020,NA,NA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,"Unconstrained",126,8.14999961853027,8.19999980926514,8.19999980926514,0.0500001907348633,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,821.621071333333,823.450744628906,819.474975585938,3.97576904296875,"ucf0",0,0,1,1,1,0,0,"Gain Frame",4,0,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,"11/6/2003","14:26:18.3611972",113,"Anonymous","ucf1c",60.4000015258789,"R",0,3,17,"L",27,"R",52,"R",38,4,4,60,0,60,0,0,1,5,0,10,0,15,0.129999995231628,0.490000009536743,0.379999995231628,0,36,35,"ucf1","Ucf1",9,18,2,1,14,1,2,5,5,1,2,0,-3,8,1,NA,NA,NA,NA,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,"Minimum Time Constraints Imposed",168,5,6.25,6.25,1.25,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,866.306019953333,881.122741699219,837.33349609375,43.7892456054688,"ucf1",0,1,1,1,1,0,0,"Gain Frame",9,0,15867,2003,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,"11/7/2003","13:14:08.8631946",1007,"Anonymous","ucf2h",62.9000015258789,"R",0,2,18,"L",30,"L",NA,"",17,4,4,60,0,40,0.129999995231628,0,0.25,5,0.620000004768372,10,0,15,0,0.5,0.5,0,28,9,"ucf2","Ucf2",1,20,1,7,14,4,2,2,2,1,2,0,-9,13,-4,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"Minimum Time Constraints Imposed",197,7.44999980926514,7.5,7.5,0.0500001907348633,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,794.14771991,805.022338867188,785.098876953125,19.9234619140625,"ucf2",0,1,1,1,1,0,0,"Gain Frame",1,0,15897,2003,0,0,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,"11/6/2003","13:56:39.8359921",213,"Anonymous","ucf2c",31.1000003814697,"R",0,2,11,"L",4,"L",NA,"",12,4,4,30,0,40,0,0,0,5,0.870000004768372,10,0.129999995231628,15,0,0.129999995231628,0.620000004768372,0.25,5,11,"ucf2","Ucf2",5,19,1,1,6,1,2,5,5,1,3,0,-5,13,6,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,"Minimum Time Constraints Imposed",189,10.6499996185303,10.6000003814697,10.6499996185303,0.0499992370605469,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,836.663933201667,850.644226074219,829.532287597656,21.1119384765625,"ucf2",0,1,1,1,1,0,0,"Gain Frame",5,0,15867,2003,0,0,1,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,"11/6/2003","15:39:35.3377436",115,"Anonymous","ucf1e",11.1999998092651,"L",0,3,9,"L",32,"L",55,"R",23,4,4,10,0,60,0.129999995231628,0,0,5,0.379999995231628,10,0.490000009536743,15,0,0,1,0,8,-14,"ucf1","Ucf1",5,18,2,6,7,1,3,5,4,1,1,0,0,9,-1,NA,NA,NA,NA,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,"Minimum Time Constraints Imposed",174,11.1499996185303,10,11.1499996185303,1.14999961853027,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,939.588962393333,960.975646972656,924.401794433594,36.5738525390625,"ucf1",0,1,0,1,1,0,0,"Gain Frame",5,0,15867,2003,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,"2/19/2004","10:52:25.4213297",2009,"Anonymous","lucf0",6.30000019073486,"R",0,3,7,"R",35,"L",60,"L",31,4,4,0,0,60,0,-15,0.129999995231628,-10,0.740000009536743,-5,0.129999995231628,0,0,0.25,0.5,0.25,13,26,"lucf","Lucf0",2,20,2,1,14,2,1,3,2,1,2,1,-2,6,-11,NA,NA,NA,NA,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,10,"Minimum Time Constraints Imposed",9,-5,-5,-5,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,652.423688828333,655.730407714844,647.276062011719,8.454345703125,"lucf",0,0,1,0,0,0,1,"Loss Frame",17,15,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,"2/26/2004","14:38:29.9175676",3006,"Anonymous","ucf0",18.5,"R",0,3,17,"L",21,"L",53,"L",60,4,4,0,0,60,0.25,0,0.25,5,0.5,10,0,15,0.129999995231628,0.620000004768372,0.25,0,49,41,"ucf0","Ucf0",7,20,2,7,1,2,2,5,5,1,4,0,-10,5,-2,NA,NA,NA,NA,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,20,"Unconstrained",128,6.25,5.59999990463257,6.25,0.650000095367432,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,878.498626126667,878.498596191406,868.190795898438,10.3078002929688,"ucf0",0,0,1,1,1,0,0,"Gain Frame",7,0,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,"3/3/2004","14:11:44.2555803",7015,"Anonymous","ucf0",10.8000001907349,"L",0,3,1,"L",22,"L",46,"L",27,4,4,0,0,60,0,0,0.129999995231628,5,0.870000004768372,10,0,15,0,0.25,0.5,0.25,18,12,"ucf0","Ucf0",7,20,2,1,4,3,2,3,3,1,1,0,-7,12,-7,NA,2055,NA,NA,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,10,"Unconstrained",148,9.35000038146973,10,10,0.649999618530273,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,851.737593005,856.696655273438,846.740783691406,9.95587158203125,"ucf0",0,0,0,1,1,0,0,"Gain Frame",7,0,16133,2004,0,0,0,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,"11/7/2003","13:03:25.0474903",1061,"Anonymous","ucf1f",21,"R",0,3,17,"R",30,"L",48,"L",22,4,4,20,0,60,0.129999995231628,0,0.490000009536743,5,0,10,0.379999995231628,15,0.25,0.25,0,0.5,56,-17,"ucf1","Ucf1",6,18,1,1,4,1,1,5,5,1,1,0,-14,11,-1,NA,NA,NA,NA,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,"Minimum Time Constraints Imposed",178,8.14999961853027,8.75,8.75,0.600000381469727,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,783.417458171667,810.029724121094,770.289794921875,39.7399291992188,"ucf1",0,1,1,1,1,0,0,"Gain Frame",6,0,15897,2003,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
